pos;artist_name;playlist_index;artist_uri;album_uri;duration_ms_x;album_name;track_uri;track_name;Unnamed: 0;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo;type;id;track_href;analysis_url;duration_ms_y;time_signature;chunk_x;genero;chunk_y;Unnamed: 3;loudness_mW
49;Incubus;1;spotify:artist:3YcBF2ttyueytpXtEzn1Za;spotify:album:4nO7EUWCOzqHK3iGDXDzzU;183133;Make Yourself - Tour Edition;spotify:track:75aAMxzv6OR4icdCR0X5by;Make Yourself;91;0.405;0.983;2;-5.043;1;0.134;0.00129;0.0421;0.322;0.455;146.923;audio_features;75aAMxzv6OR4icdCR0X5by;https://api.spotify.com/v1/tracks/75aAMxzv6OR4icdCR0X5by;https://api.spotify.com/v1/audio-analysis/75aAMxzv6OR4icdCR0X5by;183133;4;8;['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'nu metal', 'post-grunge', 'rock'];5.0;;0.3131122074599489
50;Incubus;1;spotify:artist:3YcBF2ttyueytpXtEzn1Za;spotify:album:4nO7EUWCOzqHK3iGDXDzzU;232533;Make Yourself - Tour Edition;spotify:track:73fzhVcs7n1wZz84eoE2vs;Drive;92;0.651;0.793;4;-7.312;0;0.0338;0.0538;0.01;0.137;0.682;90.573;audio_features;73fzhVcs7n1wZz84eoE2vs;https://api.spotify.com/v1/tracks/73fzhVcs7n1wZz84eoE2vs;https://api.spotify.com/v1/audio-analysis/73fzhVcs7n1wZz84eoE2vs;232533;4;8;['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'nu metal', 'post-grunge', 'rock'];5.0;;0.18569491014904616
51;Incubus;1;spotify:artist:3YcBF2ttyueytpXtEzn1Za;spotify:album:4nO7EUWCOzqHK3iGDXDzzU;195973;Make Yourself - Tour Edition;spotify:track:2fnWvBrHM5Vlys7HwmYt5j;Stellar - acoustic;93;0.411;0.497;9;-6.934;1;0.0342;0.459;0.0;0.304;0.322;125.398;audio_features;2fnWvBrHM5Vlys7HwmYt5j;https://api.spotify.com/v1/tracks/2fnWvBrHM5Vlys7HwmYt5j;https://api.spotify.com/v1/audio-analysis/2fnWvBrHM5Vlys7HwmYt5j;195973;4;8;['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'nu metal', 'post-grunge', 'rock'];5.0;;0.20258160145013568
52;Incubus;1;spotify:artist:3YcBF2ttyueytpXtEzn1Za;spotify:album:4FLYVGTsh9tiXOT2uJehkd;283160;Morning View;spotify:track:3jt1UsYt6K1P7NrVDGie65;Nice to Know You;94;0.515;0.864;2;-5.384;1;0.0478;0.00182;7.32e-05;0.108;0.232;153.966;audio_features;3jt1UsYt6K1P7NrVDGie65;https://api.spotify.com/v1/tracks/3jt1UsYt6K1P7NrVDGie65;https://api.spotify.com/v1/audio-analysis/3jt1UsYt6K1P7NrVDGie65;283160;4;8;['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'nu metal', 'post-grunge', 'rock'];5.0;;0.289467626417603
53;Jane's Addiction;1;spotify:artist:02NfyD6AlLA12crYzw5YcR;spotify:album:4DVBJPJyizvHfJQt5pYaCa;286986;Nothing's Shocking;spotify:track:7c1Dar0pIAW7w5TzaGjt9t;Jane Says;95;0.402;0.597;2;-9.258;1;0.0327;0.0385;2.09e-06;0.109;0.496;81.806;audio_features;7c1Dar0pIAW7w5TzaGjt9t;https://api.spotify.com/v1/tracks/7c1Dar0pIAW7w5TzaGjt9t;https://api.spotify.com/v1/audio-analysis/7c1Dar0pIAW7w5TzaGjt9t;287000;4;8;['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'grunge', 'nu metal', 'permanent wave', 'rock'];6.0;;0.1186314940611619
54;Live;1;spotify:artist:6eoJpTIlcuxJNjV5fDzDJH;spotify:album:4ZsG3ifn9sIcrFT1ecw0gF;231133;Throwing Copper;spotify:track:3LpnzPxkMI6XS4JCbhNeek;I Alone;96;0.396;0.817;6;-7.282;1;0.045;0.00228;0.00417;0.372;0.0992;90.264;audio_features;3LpnzPxkMI6XS4JCbhNeek;https://api.spotify.com/v1/tracks/3LpnzPxkMI6XS4JCbhNeek;https://api.spotify.com/v1/audio-analysis/3LpnzPxkMI6XS4JCbhNeek;231133;4;8;['grunge', 'pop rock', 'post-grunge'];6.0;;0.1869820857736649
55;Live;1;spotify:artist:6eoJpTIlcuxJNjV5fDzDJH;spotify:album:3XbMeJ9zrtH806HuHWkZF2;324500;Throwing Copper;spotify:track:5vVmnv4EN3X2VBa5Fo3UFM;Lightning Crashes;97;0.391;0.427;11;-9.271;1;0.0438;0.263;8.62e-06;0.174;0.45;93.192;audio_features;5vVmnv4EN3X2VBa5Fo3UFM;https://api.spotify.com/v1/tracks/5vVmnv4EN3X2VBa5Fo3UFM;https://api.spotify.com/v1/audio-analysis/5vVmnv4EN3X2VBa5Fo3UFM;324500;4;8;['grunge', 'pop rock', 'post-grunge'];6.0;;0.11827691816995262
56;Live;1;spotify:artist:6eoJpTIlcuxJNjV5fDzDJH;spotify:album:4ZsG3ifn9sIcrFT1ecw0gF;239546;Throwing Copper;spotify:track:0sqE6XPi9VAaWl5NxDyMQK;All Over You;98;0.32;0.835;1;-5.902;1;0.0572;0.00463;1.06e-06;0.294;0.352;132.105;audio_features;0sqE6XPi9VAaWl5NxDyMQK;https://api.spotify.com/v1/tracks/0sqE6XPi9VAaWl5NxDyMQK;https://api.spotify.com/v1/audio-analysis/0sqE6XPi9VAaWl5NxDyMQK;239547;4;8;['grunge', 'pop rock', 'post-grunge'];6.0;;0.25692123442840603
57;Marcy Playground;1;spotify:artist:7AQzXO3NPNQsI7oNu5rC3r;spotify:album:5dR0fhE3oveLRSUMMQ3oRB;173493;Marcy Playground;spotify:track:5mkGfmJGFZpwK9nA5amOhv;Sex And Candy;99;0.67;0.558;2;-9.159;1;0.0251;0.238;0.0;0.106;0.63;80.511;audio_features;5mkGfmJGFZpwK9nA5amOhv;https://api.spotify.com/v1/tracks/5mkGfmJGFZpwK9nA5amOhv;https://api.spotify.com/v1/audio-analysis/5mkGfmJGFZpwK9nA5amOhv;173493;4;8;['alternative metal', 'alternative rock', 'grunge', 'pop rock', 'post-grunge'];2.0;;0.12136682757416749
58;Matchbox Twenty;1;spotify:artist:3Ngh2zDBRPEriyxQDAMKd1;spotify:album:4vUXTcKz7tXxrNl84meN6i;225946;Yourself Or Someone Like You;spotify:track:5vYA1mW9g2Coh1HUFUSmlb;3AM;0;0.521;0.673;8;-8.685;1;0.0284;0.00573;0.0;0.12;0.543;108.031;audio_features;5vYA1mW9g2Coh1HUFUSmlb;https://api.spotify.com/v1/tracks/5vYA1mW9g2Coh1HUFUSmlb;https://api.spotify.com/v1/audio-analysis/5vYA1mW9g2Coh1HUFUSmlb;225947;4;9;['neo mellow', 'pop rock', 'post-grunge'];6.0;;0.1353630090671455
59;Matchbox Twenty;1;spotify:artist:3Ngh2zDBRPEriyxQDAMKd1;spotify:album:07cWSvrkFTgaQGYh7M1cCt;237266;Exile On Mainstream;spotify:track:66s45uMhk7Y4z0xUgESdm3;Unwell - Remastered Version;1;0.442;0.793;9;-5.152;1;0.0347;0.0456;0.0;0.328;0.437;80.985;audio_features;66s45uMhk7Y4z0xUgESdm3;https://api.spotify.com/v1/tracks/66s45uMhk7Y4z0xUgESdm3;https://api.spotify.com/v1/audio-analysis/66s45uMhk7Y4z0xUgESdm3;237267;4;9;['neo mellow', 'pop rock', 'post-grunge'];6.0;;0.30535145939402897
60;Matchbox Twenty;1;spotify:artist:3Ngh2zDBRPEriyxQDAMKd1;spotify:album:4vUXTcKz7tXxrNl84meN6i;231693;Yourself Or Someone Like You;spotify:track:70fe354BpVKEvMY0de78YO;Real World;2;0.504;0.761;10;-5.446;1;0.0437;0.00628;0.0;0.0892;0.884;117.999;audio_features;70fe354BpVKEvMY0de78YO;https://api.spotify.com/v1/tracks/70fe354BpVKEvMY0de78YO;https://api.spotify.com/v1/audio-analysis/70fe354BpVKEvMY0de78YO;231693;4;9;['neo mellow', 'pop rock', 'post-grunge'];6.0;;0.28536453620049657
61;Matchbox Twenty;1;spotify:artist:3Ngh2zDBRPEriyxQDAMKd1;spotify:album:4vUXTcKz7tXxrNl84meN6i;238666;Yourself Or Someone Like You;spotify:track:2KVwlelhxKUy8LVV6JypH3;Push;3;0.42;0.672;6;-7.902;1;0.027;0.0067;0.0;0.108;0.476;168.019;audio_features;2KVwlelhxKUy8LVV6JypH3;https://api.spotify.com/v1/tracks/2KVwlelhxKUy8LVV6JypH3;https://api.spotify.com/v1/audio-analysis/2KVwlelhxKUy8LVV6JypH3;238667;4;9;['neo mellow', 'pop rock', 'post-grunge'];6.0;;0.16210633981552028
62;Mazzy Star;1;spotify:artist:37w38cCSGgKLdayTRjna4W;spotify:album:5K18gTgac0q6Jma5HkV1vA;295600;So Tonight That I Might See;spotify:track:1LzNfuep1bnAUR9skqdHCK;Fade Into You;4;0.42;0.33;9;-13.925;1;0.0275;0.245;0.000679;0.0677;0.175;157.143;audio_features;1LzNfuep1bnAUR9skqdHCK;https://api.spotify.com/v1/tracks/1LzNfuep1bnAUR9skqdHCK;https://api.spotify.com/v1/audio-analysis/1LzNfuep1bnAUR9skqdHCK;295600;3;9;['dream pop', 'melancholia', 'shoegaze', 'slowcore'];6.0;;0.04050419451364931
63;Nine Inch Nails;1;spotify:artist:0X380XXQSNBYuleKzav5UO;spotify:album:3i13RcPnJ0AkHEamweLGhq;373306;The Downward Spiral;spotify:track:39tLc4Xp58Lu4KcWHggeE2;Closer;5;0.559;0.725;10;-8.631;0;0.0426;0.000365;0.553;0.112;0.501;90.012;audio_features;39tLc4Xp58Lu4KcWHggeE2;https://api.spotify.com/v1/tracks/39tLc4Xp58Lu4KcWHggeE2;https://api.spotify.com/v1/audio-analysis/39tLc4Xp58Lu4KcWHggeE2;373307;4;9;['alternative metal', 'alternative rock', 'cyberpunk', 'electronic rock', 'grunge', 'industrial', 'industrial metal', 'industrial rock', 'nu metal', 'post-grunge', 'rock'];6.0;;0.1370566145311539
64;Nirvana;1;spotify:artist:6olE6TJLqED3rqDCT0FyPh;spotify:album:6ohX7moZZnF1FwYrli1OJ6;281160;In Utero - 20th Anniversary - Deluxe Edition;spotify:track:11LmqTE2naFULdEP94AUBa;Heart-Shaped Box;6;0.256;0.641;1;-10.283;1;0.0552;0.199;0.0329;0.0853;0.382;203.006;audio_features;11LmqTE2naFULdEP94AUBa;https://api.spotify.com/v1/tracks/11LmqTE2naFULdEP94AUBa;https://api.spotify.com/v1/audio-analysis/11LmqTE2naFULdEP94AUBa;281160;4;9;['grunge', 'permanent wave', 'rock'];6.0;;0.09369145856727319
65;Nirvana;1;spotify:artist:6olE6TJLqED3rqDCT0FyPh;spotify:album:4HACR8HgOYj1HH4vCZ3MVi;233173;In Utero - 20th Anniversary Remaster;spotify:track:5sWMEcMemPH3Bc8hxeivIi;All Apologies;7;0.445;0.627;1;-12.185;1;0.0351;0.0881;0.000195;0.0896;0.332;113.151;audio_features;5sWMEcMemPH3Bc8hxeivIi;https://api.spotify.com/v1/tracks/5sWMEcMemPH3Bc8hxeivIi;https://api.spotify.com/v1/audio-analysis/5sWMEcMemPH3Bc8hxeivIi;233173;4;9;['grunge', 'permanent wave', 'rock'];6.0;;0.06046443513447593
66;Nirvana;1;spotify:artist:6olE6TJLqED3rqDCT0FyPh;spotify:album:2guirTSEqLizK7j9i1MTTZ;301920;Nevermind;spotify:track:5ghIJDpPoe3CfHMGu71E6T;Smells Like Teen Spirit;8;0.502;0.912;1;-4.556;1;0.0564;2.55e-05;0.000173;0.106;0.72;116.761;audio_features;5ghIJDpPoe3CfHMGu71E6T;https://api.spotify.com/v1/tracks/5ghIJDpPoe3CfHMGu71E6T;https://api.spotify.com/v1/audio-analysis/5ghIJDpPoe3CfHMGu71E6T;301920;4;9;['grunge', 'permanent wave', 'rock'];6.0;;0.3502676269138129
67;Nirvana;1;spotify:artist:6olE6TJLqED3rqDCT0FyPh;spotify:album:2guirTSEqLizK7j9i1MTTZ;255080;Nevermind;spotify:track:30HCB1FoE77IfGRyNv4eFq;In Bloom - Nevermind Version;9;0.436;0.876;10;-4.902;0;0.0647;3.33e-05;0.000104;0.205;0.512;157.044;audio_features;30HCB1FoE77IfGRyNv4eFq;https://api.spotify.com/v1/tracks/30HCB1FoE77IfGRyNv4eFq;https://api.spotify.com/v1/audio-analysis/30HCB1FoE77IfGRyNv4eFq;255080;4;9;['grunge', 'permanent wave', 'rock'];6.0;;0.32344467085144685
68;Nirvana;1;spotify:artist:6olE6TJLqED3rqDCT0FyPh;spotify:album:2guirTSEqLizK7j9i1MTTZ;257053;Nevermind;spotify:track:2YodwKJnbPyNKe8XXSE9V7;Lithium;10;0.678;0.656;7;-6.41;1;0.0381;0.00174;0.0;0.0631;0.485;123.207;audio_features;2YodwKJnbPyNKe8XXSE9V7;https://api.spotify.com/v1/tracks/2YodwKJnbPyNKe8XXSE9V7;https://api.spotify.com/v1/audio-analysis/2YodwKJnbPyNKe8XXSE9V7;257053;4;9;['grunge', 'permanent wave', 'rock'];6.0;;0.228559880337543
69;Nirvana;1;spotify:artist:6olE6TJLqED3rqDCT0FyPh;spotify:album:2guirTSEqLizK7j9i1MTTZ;218920;Nevermind;spotify:track:4P5KoWXOxwuobLmHXLMobV;Come As You Are;11;0.5;0.824;4;-5.846;0;0.0388;0.00016;0.00161;0.0916;0.539;120.125;audio_features;4P5KoWXOxwuobLmHXLMobV;https://api.spotify.com/v1/tracks/4P5KoWXOxwuobLmHXLMobV;https://api.spotify.com/v1/audio-analysis/4P5KoWXOxwuobLmHXLMobV;218920;4;9;['grunge', 'permanent wave', 'rock'];6.0;;0.26025555018262475
70;No Doubt;1;spotify:artist:0cQbJU1aAzvbEmTuljWLlF;spotify:album:4Rvc82pV7HCKZyRHbLWCac;266733;Tragic Kingdom;spotify:track:020gYw7juUaNs2tLYMlfms;Spiderwebs;12;0.487;0.852;10;-7.184;1;0.0489;0.0376;4.06e-06;0.0995;0.666;143.258;audio_features;020gYw7juUaNs2tLYMlfms;https://api.spotify.com/v1/tracks/020gYw7juUaNs2tLYMlfms;https://api.spotify.com/v1/audio-analysis/020gYw7juUaNs2tLYMlfms;266733;4;9;['dance pop', 'dance rock', 'permanent wave', 'pop rock', 'rock'];6.0;;0.1912493641844208
71;No Doubt;1;spotify:artist:0cQbJU1aAzvbEmTuljWLlF;spotify:album:4Rvc82pV7HCKZyRHbLWCac;208400;Tragic Kingdom;spotify:track:36bOT34EdRNrNhCWMwNJKu;Just A Girl;13;0.641;0.914;2;-4.798;1;0.05;0.0799;6.54e-05;0.132;0.723;107.996;audio_features;36bOT34EdRNrNhCWMwNJKu;https://api.spotify.com/v1/tracks/36bOT34EdRNrNhCWMwNJKu;https://api.spotify.com/v1/audio-analysis/36bOT34EdRNrNhCWMwNJKu;208400;4;9;['dance pop', 'dance rock', 'permanent wave', 'pop rock', 'rock'];6.0;;0.33128364811728145
72;No Doubt;1;spotify:artist:0cQbJU1aAzvbEmTuljWLlF;spotify:album:4Rvc82pV7HCKZyRHbLWCac;263000;Tragic Kingdom;spotify:track:5PsUB0ISfQxRLhF5DmI5Ks;Don't Speak;14;0.522;0.707;5;-7.113;0;0.0354;0.24;2.04e-05;0.156;0.572;76.05;audio_features;5PsUB0ISfQxRLhF5DmI5Ks;https://api.spotify.com/v1/tracks/5PsUB0ISfQxRLhF5DmI5Ks;https://api.spotify.com/v1/audio-analysis/5PsUB0ISfQxRLhF5DmI5Ks;263000;4;9;['dance pop', 'dance rock', 'permanent wave', 'pop rock', 'rock'];6.0;;0.19440167385130175
73;Oasis;1;spotify:artist:2DaxqgrOhkeH0fpeiQq2f4;spotify:album:1VW1MFNstaJuygaoTPkdCk;258773;(What's The Story) Morning Glory? [Remastered];spotify:track:5qqabIl2vWzo9ApSC317sa;Wonderwall - Remastered;82;0.378;0.896;2;-4.066;1;0.0407;0.000452;0.0;0.194;0.469;174.302;audio_features;5qqabIl2vWzo9ApSC317sa;https://api.spotify.com/v1/tracks/5qqabIl2vWzo9ApSC317sa;https://api.spotify.com/v1/audio-analysis/5qqabIl2vWzo9ApSC317sa;258773;4;3;['beatlesque', 'britpop', 'madchester', 'permanent wave', 'rock'];2.0;;0.3921028509194607
73;Oasis;1;spotify:artist:2DaxqgrOhkeH0fpeiQq2f4;spotify:album:1VW1MFNstaJuygaoTPkdCk;258773;(What's The Story) Morning Glory? [Remastered];spotify:track:5qqabIl2vWzo9ApSC317sa;Wonderwall - Remastered;15;0.378;0.896;2;-4.066;1;0.0407;0.000452;0.0;0.194;0.469;174.302;audio_features;5qqabIl2vWzo9ApSC317sa;https://api.spotify.com/v1/tracks/5qqabIl2vWzo9ApSC317sa;https://api.spotify.com/v1/audio-analysis/5qqabIl2vWzo9ApSC317sa;258773;4;9;['beatlesque', 'britpop', 'madchester', 'permanent wave', 'rock'];2.0;;0.3921028509194607
74;Oasis;1;spotify:artist:2DaxqgrOhkeH0fpeiQq2f4;spotify:album:1VW1MFNstaJuygaoTPkdCk;451320;(What's The Story) Morning Glory? [Remastered];spotify:track:1wo3UYTeizJHkwYIuLuBPF;Champagne Supernova - Remastered;16;0.294;0.825;2;-3.771;1;0.0404;0.465;0.0841;0.354;0.122;150.338;audio_features;1wo3UYTeizJHkwYIuLuBPF;https://api.spotify.com/v1/tracks/1wo3UYTeizJHkwYIuLuBPF;https://api.spotify.com/v1/audio-analysis/1wo3UYTeizJHkwYIuLuBPF;451320;4;9;['beatlesque', 'britpop', 'madchester', 'permanent wave', 'rock'];2.0;;0.41966234203983155
75;The Offspring;1;spotify:artist:5LfGQac0EIXyAN8aUwmNAQ;spotify:album:5Jf9wK4k3A1rdH8YSBQg0J;188666;Americana;spotify:track:51T1wGHtx6hXW89UCzw1Rc;Pretty Fly (For A White Guy);17;0.722;0.895;11;-3.684;0;0.118;0.101;1.27e-06;0.0695;0.963;143.383;audio_features;51T1wGHtx6hXW89UCzw1Rc;https://api.spotify.com/v1/tracks/51T1wGHtx6hXW89UCzw1Rc;https://api.spotify.com/v1/audio-analysis/51T1wGHtx6hXW89UCzw1Rc;188667;4;9;['alternative metal', 'permanent wave', 'post-grunge', 'punk', 'rock', 'skate punk', 'socal pop punk'];6.0;;0.4281539943374176
76;Pearl Jam;1;spotify:artist:1w5Kfo2jwwIPruYS2UWh56;spotify:album:5B4PYA7wNN4WdEXdIJu58a;318226;Ten;spotify:track:62nQ8UZVqR2RMvkJHkcO2o;Jeremy;18;0.285;0.846;2;-6.472;1;0.0438;0.0404;0.0;0.182;0.287;108.808;audio_features;62nQ8UZVqR2RMvkJHkcO2o;https://api.spotify.com/v1/tracks/62nQ8UZVqR2RMvkJHkcO2o;https://api.spotify.com/v1/audio-analysis/62nQ8UZVqR2RMvkJHkcO2o;318227;4;9;['alternative metal', 'alternative rock', 'classic rock', 'grunge', 'hard rock', 'permanent wave', 'rock'];6.0;;0.2253201335629484
77;Pearl Jam;1;spotify:artist:1w5Kfo2jwwIPruYS2UWh56;spotify:album:5pd9B3KQWKshHw4lnsSLNy;268586;Vitalogy;spotify:track:2B98ljvzqpCVgt5reTHq28;Better Man - Remastered;19;0.445;0.671;2;-7.937;1;0.0387;0.165;1.56e-05;0.0791;0.267;125.712;audio_features;2B98ljvzqpCVgt5reTHq28;https://api.spotify.com/v1/tracks/2B98ljvzqpCVgt5reTHq28;https://api.spotify.com/v1/audio-analysis/2B98ljvzqpCVgt5reTHq28;268587;4;9;['alternative metal', 'alternative rock', 'classic rock', 'grunge', 'hard rock', 'permanent wave', 'rock'];6.0;;0.1608051672186269
78;R.E.M.;1;spotify:artist:4KWTAlx2RvbpseOGMEmROg;spotify:album:68p5SQdcakYH65NEjiF6t4;268426;Out Of Time;spotify:track:2wVXSc0IrQVodHESUxVUJA;Losing My Religion;20;0.664;0.852;9;-4.996;0;0.029;0.174;0.0;0.1;0.807;125.632;audio_features;2wVXSc0IrQVodHESUxVUJA;https://api.spotify.com/v1/tracks/2wVXSc0IrQVodHESUxVUJA;https://api.spotify.com/v1/audio-analysis/2wVXSc0IrQVodHESUxVUJA;268427;4;9;['alternative rock', 'athens indie', 'permanent wave', 'rock'];6.0;;0.3165191567226265
79;Red Hot Chili Peppers;1;spotify:artist:0L8ExT028jH3ddEcZwqJJ5;spotify:album:2Y9IRtehByVkegoD7TcLfi;215906;Californication;spotify:track:1G391cbiT3v3Cywg8T7DM1;Scar Tissue;21;0.595;0.717;0;-4.803;1;0.0295;0.0779;0.00274;0.108;0.547;88.969;audio_features;1G391cbiT3v3Cywg8T7DM1;https://api.spotify.com/v1/tracks/1G391cbiT3v3Cywg8T7DM1;https://api.spotify.com/v1/audio-analysis/1G391cbiT3v3Cywg8T7DM1;215907;4;9;['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock'];4.0;;0.33090246319221345
80;Red Hot Chili Peppers;1;spotify:artist:0L8ExT028jH3ddEcZwqJJ5;spotify:album:30Perjew8HyGkdSmqguYyg;264306;Blood Sugar Sex Magik;spotify:track:3d9DChrdc6BOeFsbrZ3Is0;Under The Bridge;22;0.559;0.345;4;-13.496;1;0.0459;0.0576;0.000105;0.141;0.458;84.581;audio_features;3d9DChrdc6BOeFsbrZ3Is0;https://api.spotify.com/v1/tracks/3d9DChrdc6BOeFsbrZ3Is0;https://api.spotify.com/v1/audio-analysis/3d9DChrdc6BOeFsbrZ3Is0;264307;4;9;['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock'];4.0;;0.04470951924630435
81;Smash Mouth;1;spotify:artist:2iEvnFsWxR0Syqu2JNopAd;spotify:album:2kyTLcEZe6nc1s6ve0zW9P;200373;Astro Lounge;spotify:track:3cfOd4CMv2snFaKAnMdnvK;All Star;23;0.731;0.867;11;-5.881;1;0.032;0.0395;0.0;0.0861;0.776;104.019;audio_features;3cfOd4CMv2snFaKAnMdnvK;https://api.spotify.com/v1/tracks/3cfOd4CMv2snFaKAnMdnvK;https://api.spotify.com/v1/audio-analysis/3cfOd4CMv2snFaKAnMdnvK;200373;4;9;['pop rock', 'post-grunge'];6.0;;0.25816656717016256
82;The Smashing Pumpkins;1;spotify:artist:40Yq4vzPs9VNUrIBG5Jr2i;spotify:album:4bPT6Q8ppaSNppk1kbEbLl;258466;Mellon Collie and the Infinite Sadness;spotify:track:4qMzPtAZe0C9KWpWIzvZAP;Bullet With Butterfly Wings;24;0.404;0.72;10;-9.18;0;0.0623;5.59e-05;0.836;0.0466;0.475;121.864;audio_features;4qMzPtAZe0C9KWpWIzvZAP;https://api.spotify.com/v1/tracks/4qMzPtAZe0C9KWpWIzvZAP;https://api.spotify.com/v1/audio-analysis/4qMzPtAZe0C9KWpWIzvZAP;258467;4;9;['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'rock', 'spacegrunge'];2.0;;0.12078138351067803
83;The Smashing Pumpkins;1;spotify:artist:40Yq4vzPs9VNUrIBG5Jr2i;spotify:album:1cUnNrx2TxvrpwPRtvpGwn;202133;Rotten Apples The Smashing Pumpkins Greatest Hits;spotify:track:1XPta4VLT78HQnVFd1hlsK;Today;25;0.476;0.855;8;-6.046;1;0.0265;2.53e-05;0.69;0.049;0.408;82.955;audio_features;1XPta4VLT78HQnVFd1hlsK;https://api.spotify.com/v1/tracks/1XPta4VLT78HQnVFd1hlsK;https://api.spotify.com/v1/audio-analysis/1XPta4VLT78HQnVFd1hlsK;202133;4;9;['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'rock', 'spacegrunge'];2.0;;0.24854212089533637
84;Soundgarden;1;spotify:artist:5xUf6j4upBrXZPg6AI4MRK;spotify:album:1xHWwGSoF1DNE4hqgBRkJX;318000;Superunknown;spotify:track:7fURZRPkB2S70sYR1naKTK;Black Hole Sun;26;0.361;0.728;6;-8.519;1;0.0368;0.000291;0.000112;0.0701;0.155;105.768;audio_features;7fURZRPkB2S70sYR1naKTK;https://api.spotify.com/v1/tracks/7fURZRPkB2S70sYR1naKTK;https://api.spotify.com/v1/audio-analysis/7fURZRPkB2S70sYR1naKTK;318000;4;9;['alternative metal', 'alternative rock', 'classic rock', 'grunge', 'hard rock', 'nu metal', 'rock'];6.0;;0.14063713158132887
85;Spin Doctors;1;spotify:artist:2PSiyldxmJze7xiqbz658m;spotify:album:3jx5C8Z66FwdjNkqsSDBQh;256946;Pocket Full Of Kryptonite (Anniversary Edition);spotify:track:0cuq829zRNq4AEdmDJA4aw;Two Princes;27;0.544;0.905;7;-10.732;1;0.0646;0.00165;1.97e-06;0.0532;0.825;103.594;audio_features;0cuq829zRNq4AEdmDJA4aw;https://api.spotify.com/v1/tracks/0cuq829zRNq4AEdmDJA4aw;https://api.spotify.com/v1/audio-analysis/0cuq829zRNq4AEdmDJA4aw;256947;4;9;['pop rock', 'post-grunge'];6.0;;0.08448896694845211
86;Sublime;1;spotify:artist:0EdvGhlC1FkGItLOWQzG4J;spotify:album:4R3tXoorBpHji6Jdms8a4Q;182500;Sublime;spotify:track:2Z2vOukzwOgqR4dkymRSWd;Santeria;28;0.67;0.753;1;-5.058;0;0.0383;0.0208;2.71e-06;0.147;0.555;90.385;audio_features;2Z2vOukzwOgqR4dkymRSWd;https://api.spotify.com/v1/tracks/2Z2vOukzwOgqR4dkymRSWd;https://api.spotify.com/v1/audio-analysis/2Z2vOukzwOgqR4dkymRSWd;183160;4;9;['rap rock', 'reggae fusion', 'ska mexicano', 'ska punk'];6.0;;0.31203262165980117
87;Sublime;1;spotify:artist:0EdvGhlC1FkGItLOWQzG4J;spotify:album:4R3tXoorBpHji6Jdms8a4Q;171066;Sublime;spotify:track:5nkYHBWXu7KCgcdwP6jcB1;What I Got;29;0.799;0.696;7;-7.513;1;0.0859;0.0128;0.000333;0.331;0.62;95.637;audio_features;5nkYHBWXu7KCgcdwP6jcB1;https://api.spotify.com/v1/tracks/5nkYHBWXu7KCgcdwP6jcB1;https://api.spotify.com/v1/audio-analysis/5nkYHBWXu7KCgcdwP6jcB1;171067;4;9;['rap rock', 'reggae fusion', 'ska mexicano', 'ska punk'];6.0;;0.17729643374131954
88;Sugar Ray;1;spotify:artist:4uN3DsfENc7dp0OLO0FEIb;spotify:album:43NNW7iDuAE8pIouzvwWWi;242800;14:59;spotify:track:6zeDYmP3ARpURvpK29Q09P;Someday;30;0.745;0.682;1;-4.39;0;0.0287;0.0105;0.0862;0.21;0.938;110.857;audio_features;6zeDYmP3ARpURvpK29Q09P;https://api.spotify.com/v1/tracks/6zeDYmP3ARpURvpK29Q09P;https://api.spotify.com/v1/audio-analysis/6zeDYmP3ARpURvpK29Q09P;242800;4;9;['alternative metal', 'funk metal', 'pop rock', 'post-grunge'];6.0;;0.36391503612720716
89;Sugar Ray;1;spotify:artist:4uN3DsfENc7dp0OLO0FEIb;spotify:album:43NNW7iDuAE8pIouzvwWWi;219866;14:59;spotify:track:2ouURa1AIXp3AvkS52Jry5;Every Morning;31;0.833;0.679;8;-4.496;1;0.0365;0.0834;0.00258;0.0769;0.975;109.916;audio_features;2ouURa1AIXp3AvkS52Jry5;https://api.spotify.com/v1/tracks/2ouURa1AIXp3AvkS52Jry5;https://api.spotify.com/v1/audio-analysis/2ouURa1AIXp3AvkS52Jry5;219867;4;9;['alternative metal', 'funk metal', 'pop rock', 'post-grunge'];6.0;;0.3551403349828823
